track_id,user_id,playcount,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRXHNWT128F934B50A,d8f367a3f2e7bd959ba84b07b19e2de58cd44c05,1,Die,Girls,https://p.scdn.co/mp3-preview/b0257c46b419c09bc6e0287dfee1e34d88f85c95?cid=774b29d4f13844c495f206cafdad9c86,0lUWf6B9ghIy0nEgtGb18e,"indie, psychedelic_rock",,2011,292346,0.246,0.727,2,-7.022,1,0.034,2.82e-05,0.793,0.367,0.252,111.821,4
TRGAGMV128F42AD886,648dd3387b72b513b4769e8a45aedbd11846bb57,1,Sota,Shantel,https://p.scdn.co/mp3-preview/e66c3151f125f964e953d21a4590b4815580c84c?cid=774b29d4f13844c495f206cafdad9c86,00Ms1bYUpiIDSqIz6c2IvD,"pop, dance",Pop,2007,197000,0.736,0.824,7,-6.949,1,0.044,0.191,0.0243,0.264,0.76,118.375,4
TRYJZXV128F93095BD,f4626f95a379cd392a7dc9cbb62938bf689993c2,1,Great Escape,Moby,https://p.scdn.co/mp3-preview/c4caa490943030a789c5c5b9379e7499343bfa63?cid=774b29d4f13844c495f206cafdad9c86,2HgUpCvEQcJVtw2pf6IR3L,"electronic, ambient, dance, chillout, techno, beautiful, mellow, new_age",Rock,2002,128840,0.282,0.0746,7,-18.484,1,0.0337,0.771,0.00122,0.198,0.277,94.025,4
TRIOJTX128F932DDA1,6f571898a2384fa9b0f40adbeb952100af6f3c90,4,Chinese,Lily Allen,https://p.scdn.co/mp3-preview/a1301caf4ce16a90ff3f96a880ec2add49561711?cid=774b29d4f13844c495f206cafdad9c86,1GtArd5jgGmLQAU2Cxzo4b,"pop, female_vocalists, british, indie_pop, love, britpop",Pop,2009,208213,0.541,0.925,7,-6.585,0,0.0843,0.141,0.0,0.134,0.357,143.011,4
TRBEDVH128F14599C7,0f9d10e004614cb540b08bab15cbc31742fd7162,1,Hey Sexy Lady,Shaggy,https://p.scdn.co/mp3-preview/76436b01a7238e0303dd4787770f33ae67c71ddb?cid=774b29d4f13844c495f206cafdad9c86,0n3nvjfzkenuNNYXwsGSw3,"pop, dance, hip_hop, reggae, rnb, male_vocalists",,2008,200520,0.95,0.564,3,-6.515,0,0.0653,0.0052,0.00544,0.311,0.655,101.771,4
TRPSYWE128F9316B81,fdc6a4b37dd47b77d81a081862e3ca2543eda430,1,You Could Ruin My Day,Four Tet,https://p.scdn.co/mp3-preview/b9906abb90a767056f6065d7f7a4ef2f3937ecbc?cid=774b29d4f13844c495f206cafdad9c86,1vmFHgKSYZQ9R6HtP5UkDG,"electronic, ambient, instrumental, chillout, trip_hop, electro, downtempo, idm, lounge",Electronic,2001,423600,0.603,0.378,8,-10.619,0,0.0335,0.145,0.546,0.152,0.173,103.982,4
TRISNHO128F9335979,4577d5e460c6d11aeaae0ed11e4d8b74ae0d647f,11,Kiss Me Thru The Phone,Soulja Boy,https://p.scdn.co/mp3-preview/37112a3dd778d16b38016fdf14b6aa40be2cbfc5?cid=774b29d4f13844c495f206cafdad9c86,0FyYtLHz7X11K5G43TTErL,"rap, hip_hop",,2010,193413,0.758,0.695,7,-4.329,1,0.102,0.0159,0.0,0.053,0.801,149.984,4
TROALIF12903CC78CC,fd66dc619efeab873ed303de7907947b864d16a1,1,This Far From Memphis,Easton Corbin,https://p.scdn.co/mp3-preview/773a727d596b56a3d155ab0ab0a5374cd903f47c?cid=774b29d4f13844c495f206cafdad9c86,18d9P3oU2FWyeNpbeRKj5K,country,Country,2010,197680,0.563,0.518,4,-9.96,1,0.0305,0.287,3.35e-05,0.171,0.38,77.991,4
TRGOMQC128F427E291,e2ec33b481e8e3438a8b1cf147a17661d581b16e,5,Flavor Of The Weak,American Hi-Fi,https://p.scdn.co/mp3-preview/9f048fc60a0e0138a569ca2efee23a803a433734?cid=774b29d4f13844c495f206cafdad9c86,1UkMAtLU8NxsddE7j4zXGO,"rock, alternative, punk, punk_rock, american, emo, 00s",Rock,2001,188840,0.39,0.967,10,-1.946,1,0.0644,0.000758,1.74e-05,0.302,0.488,151.944,4
TRIRXJB128E07943D7,8dc81b2861a513a1d54712124cd1e0be8029051c,1,I'll Be Doggone,Marvin Gaye,https://p.scdn.co/mp3-preview/95a0607e4ec80cefc56249ced542680c0a2e9130?cid=774b29d4f13844c495f206cafdad9c86,06izIZUKQvWn1vM7DabZC8,"soul, 60s",,2003,209733,0.64,0.857,4,-5.701,0,0.0336,0.199,0.0,0.197,0.823,129.637,4
TRERPOK128F4284833,690852e79e89d9fa5425d51337ce060ba666a880,1,& Down,Boys Noize,https://p.scdn.co/mp3-preview/c7fe4dbfc5b56fd037cf58f4433c2e7d6c641162?cid=774b29d4f13844c495f206cafdad9c86,0eTCqr01cDDizV4Mr7PqK2,"electronic, dance, house, techno, electro",Electronic,2007,258133,0.623,0.626,1,-4.121,0,0.356,0.0449,0.265,0.311,0.242,123.01,4
TRSVGJM128F424EBF0,f901fdb17f7c382c625b3a4308e690f0d180d757,1,Like I Love You,The Hitmen,https://p.scdn.co/mp3-preview/555c3f28f531df086479463aca36488d6ba4e13e?cid=774b29d4f13844c495f206cafdad9c86,2qXLAGu89bmBk0cJ297RSf,"dance, trance",,2011,477648,0.757,0.871,7,-8.331,1,0.0892,0.00376,0.263,0.043,0.236,139.993,4
TRLFTFC128E0780CEA,8bf459ec695e817a7245e973e8b375927e51d5e4,2,Taste in Men,Placebo,https://p.scdn.co/mp3-preview/3f0cf5cdb54d7b1cb69a1238d5b63bf1a3a184c0?cid=774b29d4f13844c495f206cafdad9c86,24edGtzvotH0TO8ZgZgNRy,"rock, electronic, alternative, indie, alternative_rock, indie_rock, british, britpop",Rock,2000,255000,0.391,0.887,0,-4.612,0,0.0597,0.00316,0.0556,0.0882,0.32,101.969,4
TRAALAH128E078234A,04783ba324b7dce0278b991e5bc4e37e455d2600,1,Bitter Sweet Symphony,The Verve,https://p.scdn.co/mp3-preview/3debe861147de110f5e72e6badd5aaa63247f2d4?cid=774b29d4f13844c495f206cafdad9c86,0jLnevC3Vn34qVWrAa4X6x,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, soundtrack, 90s, beautiful, britpop",,1999,358333,0.383,0.907,9,-5.409,1,0.0405,0.0313,0.0,0.347,0.514,171.052,4
TRDJDUD128F931B10C,eb2be86c7c09cbfba212d7b74a653574c43aa6a9,2,Gimme Sympathy,Metric,https://p.scdn.co/mp3-preview/bade941c1f7917999c995757b26297dcaf07c97d?cid=774b29d4f13844c495f206cafdad9c86,03la1tJ6B01qp2EhFpeXsj,"alternative, indie, female_vocalists, indie_rock",Rock,2009,234586,0.455,0.885,9,-6.145,1,0.0794,0.00913,0.0019,0.117,0.125,139.025,4
TRLXFKL128F426BF75,cca5b6d057f16c9b5273399942bdf605931cfe7d,1,Oliver James,Fleet Foxes,https://p.scdn.co/mp3-preview/b50fd6f834845bc3c0e15057fdcb7a81c150b351?cid=774b29d4f13844c495f206cafdad9c86,15ioAEmEbXr4zaXWx21UU3,"rock, alternative, indie, folk, acoustic, 00s",,2008,203880,0.483,0.0635,0,-12.032,1,0.0432,0.938,0.0,0.0781,0.143,118.228,4
TRFEZLR128F92C5A85,425caa98c756df218c0c7929715ab6a2fa889e24,1,Love Dog,TV on the Radio,https://p.scdn.co/mp3-preview/9e9bf984ccd20c6ae55a1d194b79a101b565b1ea?cid=774b29d4f13844c495f206cafdad9c86,5VXxp1qICIA18BEH5e54H3,"electronic, alternative, indie, experimental, indie_rock, soul, chillout, psychedelic, hip_hop, trip_hop, love, beautiful, 00s, avant_garde",Rock,2008,336480,0.345,0.781,6,-7.507,0,0.0656,0.104,0.296,0.0951,0.267,135.787,4
TRPSAZY128E0784488,7ceb432904c2948bd40b6db74b303181be0263c5,1,Cool For Cats,Squeeze,https://p.scdn.co/mp3-preview/b8fd3c134e61d123765689473ec93cb768b5fdd8?cid=774b29d4f13844c495f206cafdad9c86,0dEwKNFjIDZHWNTHYLyRFG,"rock, pop, 80s, british, new_wave, 70s",Rock,1996,219826,0.787,0.89,0,-11.155,1,0.0893,0.312,5.33e-05,0.287,0.96,144.303,4
TRXHBAS128F93223F2,93aec487c9cc06e4c9af241a0995e095cd97a1ba,1,357,Cam'ron,https://p.scdn.co/mp3-preview/c1315693d60049adbdfce324b92ac8f55e477e8b?cid=774b29d4f13844c495f206cafdad9c86,0bQrz7547pNFktoqVEmrNw,"hip_hop, funk",,2013,204666,0.81,0.569,11,-11.92,0,0.376,0.0254,0.0,0.133,0.56,94.871,4
TRUFOZX128F92FDB8B,a6ada3cb0f068b9be57f0973067803e58039eaf4,11,The New Year,Death Cab for Cutie,https://p.scdn.co/mp3-preview/e5f89a9be45b3c2737960f3a3db556d9a608d90e?cid=774b29d4f13844c495f206cafdad9c86,3uQ9tq0eQKvfJOARl0UB4q,"rock, alternative, indie, alternative_rock, indie_rock, indie_pop, emo, 00s",,2003,246373,0.369,0.761,0,-7.31,0,0.042,0.00356,0.00124,0.202,0.177,123.5,4
TRYQZRH128F92F4918,e7415c8bfd1a6f6336ace88c5a857b292e788d97,1,Excuse Me Mr.,Ben Harper,https://p.scdn.co/mp3-preview/775139918aa820e9c3d83de3b2694ec2bd9b40f1?cid=774b29d4f13844c495f206cafdad9c86,1ZzWnWWLubofH7JxqXBzZ9,"rock, folk, singer_songwriter, blues, acoustic",,1995,324200,0.787,0.427,0,-11.159,1,0.0471,0.0965,0.295,0.0932,0.508,152.497,4
TRCPXPB128F423EA6A,c47e1a887a1b437dc9acd19af5592c414bb6ca86,1,Velouria,Pixies,https://p.scdn.co/mp3-preview/599d6e6a695a8f82345a6ccf5e612400eedc7b01?cid=774b29d4f13844c495f206cafdad9c86,5Ag21WWi8vzq9Zw8Z4tANV,"rock, alternative, indie, alternative_rock, punk, indie_rock, 80s, 90s, american",Rock,1990,226493,0.504,0.74,6,-11.023,1,0.0299,0.00168,0.00311,0.094,0.583,124.729,4
TRIPIVF12903CE4E59,a1ff9e23655a1b30ccb5b4162afd6ef6d119fadd,1,Night Owl,Swan Island,https://p.scdn.co/mp3-preview/db8fd30c5d52da95f1cf0bd4e60e6e0a3f956c1a?cid=774b29d4f13844c495f206cafdad9c86,2GudnQlGjKu7UU2BwDeBDg,"rock, female_vocalists, alternative_rock",,2007,220666,0.426,0.866,7,-6.438,1,0.0509,0.133,0.000733,0.0738,0.847,145.86,4
TRTKJLY128E07915C1,fa9e96877c7134c9666d5b9a24251df6f1e18621,1,Mulder And Scully,Catatonia,https://p.scdn.co/mp3-preview/ebf8b8ee07ed25b9f2dda6bccfd7cd9db040280a?cid=774b29d4f13844c495f206cafdad9c86,0oqN87vKtzQuyKB2LwTo9U,"rock, indie, female_vocalists, 90s, britpop",Rock,2002,251266,0.512,0.813,6,-5.294,0,0.0428,0.0299,0.0,0.0765,0.597,108.798,4
TRAOIAH128F92F707B,6e31bbf5d78ddc10711d085cd5c90c5278ad9bd9,3,It Was A Good Day,Ice Cube,https://p.scdn.co/mp3-preview/091bba1ea946b2b8e5d210d80ccf053109f60225?cid=774b29d4f13844c495f206cafdad9c86,0epZHT6UAeiHJnk4VkTSRS,"rap, 90s, hip_hop",Rap,2014,260213,0.781,0.745,5,-5.885,0,0.0875,0.134,0.0382,0.0273,0.828,82.385,4
TRFXBVX128F4265DC7,3bcb28faa32ad56a892fa3e4f316dd7938b29675,2,Bulls on Parade,Rage Against the Machine,https://p.scdn.co/mp3-preview/9a0a212b91ae9561473158a58852f10d91a32440?cid=774b29d4f13844c495f206cafdad9c86,0tZ3mElWcr74OOhKEiNz1x,"rock, alternative, metal, alternative_rock, hard_rock, 90s",Rock,1996,229466,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,4
TRYYWSR128F42BA8E5,63721adfff60533896e85945e9076afaa505b561,39,Buzzin',Shwayze,https://p.scdn.co/mp3-preview/debcde62fbe35bf0f33d4faf922e449ffe3b386d?cid=774b29d4f13844c495f206cafdad9c86,11XK2YkLHsCwrLx3VdTHFM,"chillout, rap, hip_hop, mellow, chill",Rap,2008,212280,0.85,0.582,2,-8.156,1,0.0561,0.0181,1.6e-06,0.072,0.32,93.028,4
TRNAZRP128F4261C08,a8cb5fa6cea73aa5290d7f6b404917ffe8188d43,2,We Call Upon the Author,Nick Cave & The Bad Seeds,https://p.scdn.co/mp3-preview/11f8812159c22f65bc0326d5b8e586c6cb8793b3?cid=774b29d4f13844c495f206cafdad9c86,01GYOc0wkaFZqIbj3APDRV,"alternative_rock, post_punk, male_vocalists, 00s, chill, blues_rock, avant_garde",Rock,2008,311506,0.544,0.774,2,-5.89,1,0.0681,0.0475,0.0,0.0883,0.46,129.817,4
TRBHUYM128E07989DB,80e5c76beb2f1234c5366abb2b88c6fdebee0b39,1,Sæglópur,Sigur Rós,https://p.scdn.co/mp3-preview/6ed037cf5324f533eae718c161c57ccaa9b4e42e?cid=774b29d4f13844c495f206cafdad9c86,23gvOOyvzeKNvKdwj34jT3,"electronic, alternative, indie, ambient, experimental, chillout, post_rock, beautiful, mellow",,2005,458960,0.307,0.484,9,-7.936,1,0.0292,0.0433,0.792,0.479,0.0735,101.121,4
TRLRGCZ12903CFCDE1,6137a5d5e7dad8e3f3a0e73f010665584a6c3840,2,Curtains,Vintersorg,https://p.scdn.co/mp3-preview/a41fffa6702428b4f380b27e3e3f8a7c684e6e6e?cid=774b29d4f13844c495f206cafdad9c86,0muVJbSdvc4JRgaf2kmIYb,progressive_metal,,2004,285160,0.486,0.972,2,-5.043,0,0.239,0.00575,1.93e-05,0.167,0.157,80.08,4
TRWSJPN12903CB2CC6,24dc41555aea9da409c81ed4d743f967a239008a,1,O.N.E.,Yeasayer,https://p.scdn.co/mp3-preview/08aaf6a72e8a1bf8b8bb566827b242eff7116f82?cid=774b29d4f13844c495f206cafdad9c86,0ASbTR0FGyevboGbDtIFv2,"electronic, alternative, indie, experimental, indie_rock, psychedelic, american",,2011,321013,0.603,0.936,7,-6.571,1,0.0447,0.00102,0.293,0.359,0.41,121.969,4
TRFOVTO128F4228CC3,3a1ee69209c6fec08324d653f296bb649df6dac2,1,Fortunate Son,Creedence Clearwater Revival,https://p.scdn.co/mp3-preview/3136857b0f683af80257d8641b8e2680ddd8f2ce?cid=774b29d4f13844c495f206cafdad9c86,02W3Xt0zd4cXTQ923Cx9Q3,"rock, classic_rock, 60s",Rock,2005,138052,0.631,0.761,0,-3.905,1,0.0381,0.0562,0.26,0.201,0.45,132.498,4
TRRIUKV128F423AAF5,8b64d96dfd59ee552a16d44d987408cf4cd10391,1,Up The Spout,Mateo Messina,https://p.scdn.co/mp3-preview/e366c84eeca03af6e8095e6d98427c2c0bda3049?cid=774b29d4f13844c495f206cafdad9c86,0OkeCE9YnOzhOi5leQ4AsG,"instrumental, soundtrack, acoustic",,2007,54786,0.654,0.321,0,-18.721,1,0.0778,0.826,0.883,0.106,0.0548,95.076,4
TRKFMCZ128F92F48B8,f474bf2a6c44cce2e4ac709ddbef69c881f6c45f,1,Avemano Orchestral,Era,https://p.scdn.co/mp3-preview/4c2f4ead7521cf4e6aebbd0ce5d133ae77eaac0f?cid=774b29d4f13844c495f206cafdad9c86,06rwvaVWLmLWdgmTt0LHZo,"ambient, new_age",New Age,2005,260186,0.414,0.521,11,-9.006,0,0.0328,0.128,0.0409,0.11,0.081,119.749,4
TRPWPFX12903D079EF,dcf4d66fda1c5b3c196430cdf376ffed46595666,1,Louder Than Boom,Tiësto,https://p.scdn.co/mp3-preview/02b0b8417ce33b8e149abc112f6d6ffab13717e6?cid=774b29d4f13844c495f206cafdad9c86,09YlYdrrdwfmvg2GwgHdD1,"electronic, trance, house, electro",Electronic,2009,249800,0.604,0.892,9,-9.44,1,0.411,0.000341,0.832,0.12,0.0949,132.01,4
TRFYIGG128F148D102,8dc07168ab6f843edf0970e1dceb3748abcd8f34,1,Feel So Numb,Rob Zombie,https://p.scdn.co/mp3-preview/4ec5679f449c7514c0e7e7419e0109d1668d75fb?cid=774b29d4f13844c495f206cafdad9c86,0C5GN46gS5QnpOfN9YHNXZ,"metal, hard_rock, heavy_metal, industrial",Metal,2002,233533,0.57,0.884,10,-5.301,0,0.0435,5.08e-05,0.00397,0.285,0.155,127.042,4
TRBNYBX128F422EC61,6a67b14bd027dc0af4ac1def5b6ec59dd9145aa1,1,Hey There Delilah,Plain White T's,https://p.scdn.co/mp3-preview/fbac064e4b0b969269bb8f0120b12ee588bf50bf?cid=774b29d4f13844c495f206cafdad9c86,03U2Ypm7VifnymUMQC0CUh,"rock, alternative, indie, pop, indie_rock, acoustic, emo, love, beautiful, mellow",Rock,2006,247060,0.451,0.261,2,-12.467,1,0.029,0.981,3.21e-06,0.659,0.372,100.46,4
TREJQHN128F92E0A4A,2035e81bb64ff8041646242dd1b470c8edb7c728,1,Last Day of Magic,The Kills,https://p.scdn.co/mp3-preview/6566f4e6ab5d64c652987cccbf102981b2392ba4?cid=774b29d4f13844c495f206cafdad9c86,0JAKbQmdRiSMEGTqe5uFqd,"rock, indie, female_vocalists, alternative_rock, indie_rock",Rock,2008,201386,0.629,0.896,1,-3.328,1,0.0716,0.0867,8.76e-05,0.289,0.735,147.927,4
TRDAIAV128EF36759E,a99f8c2def554cbbbb74459fc97ba4cc4c0c3845,2,Impossible Germany,Wilco,https://p.scdn.co/mp3-preview/5b543a4a3824a61692834d8e24704d3a60bc005e?cid=774b29d4f13844c495f206cafdad9c86,1og94h7NusFYQfDz8PtWxq,"rock, alternative, indie, indie_rock, singer_songwriter, chillout, american, beautiful, 00s, guitar, mellow, chill",Rock,2008,356346,0.556,0.728,4,-6.317,0,0.0254,0.573,0.186,0.121,0.51,104.955,4
TRNFLXR128E0793B8A,5a0189e4711641aadfc0641acd093458a9cab054,2,Zero Chance,Soundgarden,https://p.scdn.co/mp3-preview/fd07b15966f9b4e4f9a3851fb0a839a035b35e43?cid=774b29d4f13844c495f206cafdad9c86,0nU390mYCWvXFZc6dbwijH,"alternative_rock, grunge",Rock,1996,258466,0.451,0.558,7,-9.867,1,0.0268,0.00248,7.88e-06,0.0666,0.197,137.459,4
TRLXPMB128EF342C12,cf28323d32339b2a24a2cccd50606ef27924abac,1,Don't Go Breaking My Heart,Elton John,https://p.scdn.co/mp3-preview/6a681e9a60eb8e2665c6345e52d18f628ee939e1?cid=774b29d4f13844c495f206cafdad9c86,0bV4WoGRzmYV6y7OojZvqr,"pop, classic_rock, 80s, 70s",Pop,2007,275386,0.73,0.858,5,-8.221,1,0.036,0.179,1.54e-06,0.0611,0.765,131.445,4
TRAUWUX128F92FE41C,3e8ea923bb5af0ec8e61eb0a3ab39a72189665f6,1,When You Say Nothing At All,Alison Krauss,https://p.scdn.co/mp3-preview/b161bace583d8c3cee0dffbaf844b899e8e493bc?cid=774b29d4f13844c495f206cafdad9c86,0zu7EjQ4ij0uVpqp9eGR1J,country,Country,1995,260800,0.669,0.244,3,-12.493,1,0.0267,0.757,0.00016,0.0841,0.326,86.707,4
TRAHXKG128F9308EB5,125330750214a418238ac73ffe3b527b2de9e520,1,My Superman,Santigold,https://p.scdn.co/mp3-preview/9bc1abcf7c1f15851c9da8be503d148a5c37198b?cid=774b29d4f13844c495f206cafdad9c86,0FiiyctCZIhdn0gUiPOznA,"electronic, indie, female_vocalists, experimental, new_wave, indie_pop, love",,2008,181240,0.672,0.631,1,-6.052,1,0.0374,0.0274,5.94e-05,0.329,0.656,135.086,3
TRRHSQS128F42900FF,776ae504d008d68f7be684a0ee659f32a9ac2611,1,The Authority Song,Jimmy Eat World,https://p.scdn.co/mp3-preview/cb2c8d7aadc9f51bfdc118131367852e0e8c323c?cid=774b29d4f13844c495f206cafdad9c86,01jeT9SF8681DC6wW1QZxx,"rock, alternative, indie, pop, alternative_rock, punk, indie_rock, punk_rock, emo",Rock,2001,220400,0.628,0.858,11,-4.12,0,0.0326,0.0162,0.0,0.13,0.579,124.021,4
TROEGQQ12903CCD316,d8c188d1dbb9c2467217eeb82aa5ab9bab6b933a,4,Unknown Brother,The Black Keys,https://p.scdn.co/mp3-preview/2c52cecfa386ee3e40f025a44f59281a2a9e7ba9?cid=774b29d4f13844c495f206cafdad9c86,0BQH5uHglCuHVImyCjOOHc,"rock, indie, indie_rock, soul, blues, blues_rock",,2010,239693,0.5,0.552,9,-7.888,1,0.0413,0.466,0.00221,0.108,0.209,83.81,4
TRUKRLU128E07962F6,e5f1eb31636e5938495e7e06699665ac80bd48c9,2,Sin Documentos,Julieta Venegas,https://p.scdn.co/mp3-preview/3e928f1ddd8a698413e9530ef271ec1890481f82?cid=774b29d4f13844c495f206cafdad9c86,1InSlqXj7M7oZa4rjljREJ,"female_vocalists, cover",,2006,228680,0.7,0.717,9,-5.689,0,0.0495,0.0955,0.0,0.099,0.594,96.003,4
TRHSAGQ128F92F81C5,6e6b47c6c404b3494edd168b6c76cdfcc3588f97,4,A New Flame,Simply Red,https://p.scdn.co/mp3-preview/84a121babeb016e44bb9c6b8553d693f1f711e76?cid=774b29d4f13844c495f206cafdad9c86,1hvbaC2Sn5517DnyUflpWQ,"pop, 80s, pop_rock",,2008,237866,0.734,0.773,0,-4.983,1,0.0274,0.428,1.32e-05,0.071,0.904,113.627,4
TRQIULA128F4281936,361fb15e3ce1bd0ff51bcc019c373ab2a2e3ffee,2,My Heart Is an Apple,Arcade Fire,https://p.scdn.co/mp3-preview/77f9b4e5c4271b2959beb0b8b9bd6ffe746fabdb?cid=774b29d4f13844c495f206cafdad9c86,7BnyEd138xKrrdOSXX5EVb,"alternative, indie, indie_rock, beautiful, 00s, mellow",Rock,2005,267626,0.458,0.348,5,-11.86,1,0.0272,0.668,7.21e-05,0.126,0.0651,80.039,4
TRUNSXQ128E078B97D,a7bd50c27ce395de72b3b736256aa2120d14afcf,2,Put Your Head on My Shoulder,Michael Bublé,https://p.scdn.co/mp3-preview/e0e8c538e1d9f9b67a500d88a0c9afe7aef7b456?cid=774b29d4f13844c495f206cafdad9c86,25p79MP7p4HRWtS0pPEcpf,"jazz, cover",,2011,266866,0.25,0.253,2,-13.568,1,0.0327,0.78,0.000849,0.14,0.103,119.399,4
TRLXMFO128F4241AF0,4226892fae2572e91af5f00fc7a831a7a01606d6,2,Fully Alive,Flyleaf,https://p.scdn.co/mp3-preview/295381f66cca4c37c487f0b53374c87ff699c32a?cid=774b29d4f13844c495f206cafdad9c86,2MGpDu11Ute4wFJxaM7m0u,"rock, alternative, female_vocalists, metal, alternative_rock, hard_rock",Rock,2005,154133,0.454,0.947,5,-4.085,1,0.0841,0.0187,0.0,0.346,0.591,149.076,4
TRDQRWJ128F423E180,1a2d92ed8683aaabaf040a30d006098ec6d4734d,2,The Swagga,Gorillaz,https://p.scdn.co/mp3-preview/7fd4bbb7f06fdab62bbdbfdfa07491f6103f4e8a?cid=774b29d4f13844c495f206cafdad9c86,3awDSLfoDtO4dqHAIZlTSU,"electronic, alternative, pop, hip_hop, beautiful",Pop,2007,297666,0.814,0.584,11,-8.354,0,0.0704,0.479,0.0,0.0533,0.597,119.986,4
TRTAFRC128F932B6F9,cf4482ff9b615bf56180311dd53cd648effe575a,1,Citizen Erased,Muse,https://p.scdn.co/mp3-preview/8aaae2e0913efe76208d58dc72aa27c66a072fb0?cid=774b29d4f13844c495f206cafdad9c86,0PEogXgSTxYjiL9oltS2Oc,"rock, alternative, indie, alternative_rock, indie_rock, progressive_rock, british, beautiful",Rock,2001,441093,0.12,0.672,0,-7.873,1,0.0406,0.00912,0.0117,0.311,0.087,84.523,4
TRKCKCN128F426A9CE,89d399696f8c6daf8d8137c49886b05321f0d447,4,To Your Love,Fiona Apple,https://p.scdn.co/mp3-preview/c910c3484af50d4070be6ab270af880f854451a3?cid=774b29d4f13844c495f206cafdad9c86,1g5YINH18NhIsZmmhHNZ9l,"alternative, female_vocalists, singer_songwriter, piano, love",,1999,220026,0.685,0.611,5,-8.892,0,0.0271,0.308,0.00113,0.134,0.7,121.064,4
TRZHHIV128F1489172,6b63f46cd93cda3cd8d4d9138da1ad7a8925306f,1,Alone in Kyoto,Air,https://p.scdn.co/mp3-preview/c82726e70bfe4915a3c6ab8a5e856d78923c11db?cid=774b29d4f13844c495f206cafdad9c86,1tgMPxRJY6bVEb2U0X6Nn0,"electronic, ambient, instrumental, chillout, soundtrack, downtempo, french, mellow, chill",,2017,291000,0.525,0.366,0,-16.488,1,0.0718,0.958,0.751,0.137,0.0785,179.956,4
TRUNSXQ128E078B97D,10add20c2160c321332a0430f1d57193a281f88a,6,Put Your Head on My Shoulder,Michael Bublé,https://p.scdn.co/mp3-preview/e0e8c538e1d9f9b67a500d88a0c9afe7aef7b456?cid=774b29d4f13844c495f206cafdad9c86,25p79MP7p4HRWtS0pPEcpf,"jazz, cover",,2011,266866,0.25,0.253,2,-13.568,1,0.0327,0.78,0.000849,0.14,0.103,119.399,4
TRYPWFV128F9307B47,76fd77fbf711070cface6c7edb704929f6a0bc4d,1,Vinegaroon,Calexico,https://p.scdn.co/mp3-preview/b0af11404b2a973ab837972fdd633a56d2efb538?cid=774b29d4f13844c495f206cafdad9c86,0KFKIx8C8MWDR5WoRNQYAe,"alternative, indie, folk, instrumental, guitar",Rock,1998,66320,0.491,0.459,10,-17.858,1,0.0391,0.98,0.957,0.114,0.457,133.255,4
TRYYPXL128E0791FB1,66ed15b15d5093609d40b2e5c65dae1380f9bc1a,6,Your Star,Evanescence,https://p.scdn.co/mp3-preview/10f12bcde34ebe7351f98e4bf4d468b7f6b7cf22?cid=774b29d4f13844c495f206cafdad9c86,0ChrO5J79KM5RmEhmTYPHb,"rock, female_vocalists, metal, beautiful, gothic_metal, gothic, symphonic_metal",Rock,2006,283266,0.484,0.705,7,-7.474,0,0.038,0.153,0.00046,0.258,0.157,93.483,4
TRQOOAE12903CEB708,91cd449e152498efd520981255ef6b78828baee4,1,Vespertilio,Hans Zimmer & James Newton Howard,https://p.scdn.co/mp3-preview/0a31d53fb4ce4795b9c7d6891474cba25c9b4e89?cid=774b29d4f13844c495f206cafdad9c86,7FV9sJMianNVgTcM8TaJK2,"classical, soundtrack",,2010,172480,0.163,0.0693,10,-30.278,1,0.0411,0.784,0.818,0.106,0.064,166.071,4
TRZTPOB12903CF05F7,464441f653f99b6d6d9b4a08bb1e0eb33bd2fd41,1,Poison Godmachine,Nevermore,https://p.scdn.co/mp3-preview/9c9ab964a81c4857f016738ad364234e308cf049?cid=774b29d4f13844c495f206cafdad9c86,1nxa8t68iIPYEHFsSyt8mh,"metal, thrash_metal, progressive_metal, power_metal",Metal,1999,273693,0.428,0.972,8,-3.891,0,0.0766,2.25e-06,0.0237,0.0619,0.41,145.015,4
TRRIAKP128F930CAF8,b8b4695de77bb058653f42337e0942d656598228,1,All I Ever Wanted,Shinedown,https://p.scdn.co/mp3-preview/418c84f49848ec376bfc8dd84ed8cc36b8a7f0e4?cid=774b29d4f13844c495f206cafdad9c86,0TPotxjBaSlcEuFkH8FjwR,"rock, alternative, metal, alternative_rock, classic_rock, hard_rock, heavy_metal",,2003,250080,0.505,0.865,0,-3.202,1,0.0367,0.000189,0.000456,0.107,0.24,124.038,4
TRLVQME128F931BAF3,95e7f175a22b40be76339024b9bb1d2b6fca3b39,2,Vanilla Twilight,Owl City,https://p.scdn.co/mp3-preview/8bb2f15207c2ee127b0c75b9ca26a3f8a2e12b8c?cid=774b29d4f13844c495f206cafdad9c86,0hXBVbr5QCF4TMoePUQN14,"electronic, indie, pop, love, beautiful, synthpop",,2014,230986,0.582,0.523,11,-8.166,1,0.0249,0.00875,0.0005,0.117,0.587,166.076,4
